rule,time,reconstruct,kernel,depth,trusted,step_id
trans,532033,324912,207121,0,0,t5724
symm,437107,243813,193294,0,0,t5725
equiv_pos2,773278,523568,249710,0,0,t5726
poly_simp,25878925,18052333,7826592,0,0,t5727
poly_simp,3401071,2808920,592151,0,0,t5728
poly_simp,2747126,2146468,600658,0,0,t5729
refl,313884,279004,34880,0,0,t5730
refl,252300,220321,31979,0,0,t5731
refl,254939,221038,33901,0,0,t5732
refl,259897,226614,33283,0,0,t5733
refl,241580,212638,28942,0,0,t5734
refl,243001,215058,27943,0,0,t5735
refl,234066,207439,26627,0,0,t5736
refl,256113,227457,28656,0,0,t5737
refl,247851,214876,32975,0,0,t5738
refl,247880,221268,26612,0,0,t5739
refl,235561,206389,29172,0,0,t5740
refl,237932,208845,29087,0,0,t5741
refl,233903,206089,27814,0,0,t5742
refl,311676,279437,32239,0,0,t5743
refl,235849,206946,28903,0,0,t5744
refl,240277,209753,30524,0,0,t5745
refl,232459,204562,27897,0,0,t5746
refl,229342,200783,28559,0,0,t5747
refl,236943,209534,27409,0,0,t5748
refl,232584,203508,29076,0,0,t5749
refl,237606,206114,31492,0,0,t5750
refl,228329,200961,27368,0,0,t5751
refl,242863,215799,27064,0,0,t5752
refl,232952,203574,29378,0,0,t5753
refl,240917,214815,26102,0,0,t5754
refl,226914,201348,25566,0,0,t5755
refl,232437,203819,28618,0,0,t5756
refl,235338,203758,31580,0,0,t5757
refl,240152,210957,29195,0,0,t5758
refl,235946,207199,28747,0,0,t5759
cong,1442361,928413,513948,0,0,t5760
poly_simp,26648891,18719175,7929716,0,0,t5761
trans,643197,480399,162798,0,0,t5762
trans,437485,296205,141280,0,0,t5763
cong,676298,512043,164255,0,0,t5764
equiv_pos2,725947,657856,68091,0,0,t5765
poly_simp,4661130,3493434,1167696,0,0,t5766
poly_simp_rel,723279,468108,255171,0,0,t5767
equiv_pos2,506367,431543,74824,0,0,t5768
poly_simp,3111255,2249874,861381,0,0,t5769
poly_simp,2470699,1989819,480880,0,0,t5770
refl,275385,263780,11605,0,0,t5771
cong,528667,447084,81583,0,0,t5772
poly_simp,3316985,2402304,914681,0,0,t5773
trans,359651,297308,62343,0,0,t5774
trans,314380,259953,54427,0,0,t5775
cong,396107,319316,76791,0,0,t5776
resolution,1686798,376214,1310584,0,0,t5777
resolution,1569198,318276,1250922,0,0,t5778
cong,520122,433127,86995,0,0,t5779
refl,274537,232040,42497,0,0,t5780
cong,1256961,808322,448639,0,0,t5781
cong,599671,431386,168285,0,0,t5782
poly_simp,3427686,2644404,783282,0,0,t5783
cong,1174908,778314,396594,0,0,t5784
poly_simp,23975938,17556526,6419412,0,0,t5785
trans,555758,414419,141339,0,0,t5786
cong,654294,496352,157942,0,0,t5787
trans,462176,313790,148386,0,0,t5788
rare_rewrite:arith-eq-elim-real,1314015,1179303,134712,0,0,t5789
semilattice_simp,5624142,5052486,571656,0,0,t5790
trans,452532,306569,145963,0,0,t5791
rare_rewrite:arith-elim-leq,987605,854787,132818,0,0,t5792
poly_simp,35072852,24612631,10460221,0,0,t5793
poly_simp_rel,2172224,1064323,1107901,0,0,t5794
trans,511620,317668,193952,0,0,t5795
poly_simp,36377528,25319377,11058151,0,0,t5796
poly_simp_rel,2030950,1103623,927327,0,0,t5797
cong,690179,433214,256965,0,0,t5798
trans,566104,303084,263020,0,0,t5799
resolution,1865757,407224,1458533,0,0,t5800
and,1321356,720544,600812,0,0,t5801
resolution,1768533,375535,1392998,0,0,t5802
and_intro,393969,253713,140256,0,0,t5803
resolution,1231962,312301,919661,0,0,t5804
la_mult_pos,550182,487589,62593,0,0,t5805
implies,299365,251444,47921,0,0,t5806
rare_rewrite:bool-eq-true,956152,925501,30651,0,0,t5807
equiv1,297872,264755,33117,0,0,t5808
evaluate,2174029,1936482,237547,0,0,t5809
resolution,1116107,319773,796334,0,0,t5810
and_intro,275551,229462,46089,0,0,t5811
resolution,1060242,285388,774854,0,0,t5812
la_mult_neg,535394,475267,60127,0,0,t5813
implies,315202,266539,48663,0,0,t5814
rare_rewrite:bool-eq-true,878229,845223,33006,0,0,t5815
equiv1,306863,270887,35976,0,0,t5816
evaluate,2079061,1895562,183499,0,0,t5817
resolution,1153561,325993,827568,0,0,t5818
and_intro,275083,234322,40761,0,0,t5819
resolution,1126522,321836,804686,0,0,t5820
la_mult_pos,741929,571928,170001,0,0,t5821
implies,472347,332795,139552,0,0,t5822
rare_rewrite:bool-eq-true,948534,914995,33539,0,0,t5823
equiv1,291852,257988,33864,0,0,t5824
evaluate,2123321,1934872,188449,0,0,t5825
resolution,1275906,320015,955891,0,0,t5826
equiv_pos2,2138592,1928102,210490,0,0,t5827
rare_rewrite:arith-elim-leq,1078531,931023,147508,0,0,t5828
poly_simp,33925448,23480097,10445351,0,0,t5829
poly_simp_rel,1884475,1040886,843589,0,0,t5830
trans,591218,389134,202084,0,0,t5831
symm,418931,237865,181066,0,0,t5832
equiv_pos2,793409,538317,255092,0,0,t5833
poly_simp,25740194,18037072,7703122,0,0,t5834
poly_simp,3515852,2968062,547790,0,0,t5835
poly_simp,2512902,2101062,411840,0,0,t5836
refl,303542,264886,38656,0,0,t5837
refl,268001,231952,36049,0,0,t5838
refl,259685,224863,34822,0,0,t5839
refl,246057,214630,31427,0,0,t5840
refl,238601,209529,29072,0,0,t5841
refl,247328,216214,31114,0,0,t5842
refl,287107,260622,26485,0,0,t5843
refl,240849,214151,26698,0,0,t5844
refl,238571,205915,32656,0,0,t5845
refl,241998,211389,30609,0,0,t5846
refl,261024,233358,27666,0,0,t5847
refl,241718,213266,28452,0,0,t5848
refl,238686,211204,27482,0,0,t5849
refl,250604,220474,30130,0,0,t5850
refl,239514,210108,29406,0,0,t5851
refl,248232,215767,32465,0,0,t5852
refl,235319,208666,26653,0,0,t5853
refl,252827,220710,32117,0,0,t5854
refl,239042,209420,29622,0,0,t5855
refl,231159,202983,28176,0,0,t5856
refl,245522,215943,29579,0,0,t5857
refl,237990,211602,26388,0,0,t5858
refl,236820,207763,29057,0,0,t5859
refl,6122126,6093632,28494,0,0,t5860
refl,306227,266112,40115,0,0,t5861
refl,271197,236777,34420,0,0,t5862
refl,275846,241989,33857,0,0,t5863
refl,262333,231837,30496,0,0,t5864
refl,259804,228840,30964,0,0,t5865
refl,285632,251564,34068,0,0,t5866
cong,1413852,938799,475053,0,0,t5867
poly_simp,27240109,19090428,8149681,0,0,t5868
trans,688854,535848,153006,0,0,t5869
trans,470390,334606,135784,0,0,t5870
cong,733667,576816,156851,0,0,t5871
poly_simp,24552149,17635512,6916637,0,0,t5872
poly_simp_rel,1494695,697722,796973,0,0,t5873
trans,469715,323073,146642,0,0,t5874
equiv_pos2,707373,643974,63399,0,0,t5875
poly_simp,4385157,3218775,1166382,0,0,t5876
poly_simp_rel,598362,372941,225421,0,0,t5877
equiv_pos2,497881,438802,59079,0,0,t5878
poly_simp,2856165,2169107,687058,0,0,t5879
poly_simp,2471929,2029139,442790,0,0,t5880
refl,295757,283913,11844,0,0,t5881
cong,561189,476435,84754,0,0,t5882
poly_simp,3448952,2555351,893601,0,0,t5883
trans,381373,319676,61697,0,0,t5884
trans,334289,280281,54008,0,0,t5885
cong,422967,338997,83970,0,0,t5886
resolution,1924511,407317,1517194,0,0,t5887
resolution,1676102,353261,1322841,0,0,t5888
cong,523136,447198,75938,0,0,t5889
refl,303621,264947,38674,0,0,t5890
cong,1214348,804582,409766,0,0,t5891
cong,596303,446883,149420,0,0,t5892
poly_simp,3462102,2618031,844071,0,0,t5893
cong,1270274,855071,415203,0,0,t5894
poly_simp,24587821,18251116,6336705,0,0,t5895
trans,605331,469529,135802,0,0,t5896
cong,714396,556238,158158,0,0,t5897
trans,457408,328942,128466,0,0,t5898
rare_rewrite:arith-eq-elim-real,1310689,1178764,131925,0,0,t5899
semilattice_simp,5654745,5091837,562908,0,0,t5900
trans,466313,328541,137772,0,0,t5901
rare_rewrite:arith-elim-leq,1034433,912576,121857,0,0,t5902
poly_simp,37851354,26523400,11327954,0,0,t5903
poly_simp_rel,1827958,789693,1038265,0,0,t5904
trans,538863,345749,193114,0,0,t5905
poly_simp,37032949,25931806,11101143,0,0,t5906
poly_simp_rel,1856109,918408,937701,0,0,t5907
cong,709648,452134,257514,0,0,t5908
trans,578712,316928,261784,0,0,t5909
resolution,1846074,434306,1411768,0,0,t5910
and,1308633,745841,562792,0,0,t5911
resolution,1781116,390741,1390375,0,0,t5912
and_intro,418777,271551,147226,0,0,t5913
resolution,1178558,317836,860722,0,0,t5914
la_mult_neg,564772,500428,64344,0,0,t5915
implies,361028,303095,57933,0,0,t5916
rare_rewrite:bool-eq-true,1034236,1001602,32634,0,0,t5917
equiv1,302336,269126,33210,0,0,t5918
evaluate,2349732,2015053,334679,0,0,t5919
resolution,1185051,350774,834277,0,0,t5920
and_intro,279688,234393,45295,0,0,t5921
resolution,1132466,308422,824044,0,0,t5922
la_mult_pos,555009,497884,57125,0,0,t5923
implies,304378,261879,42499,0,0,t5924
rare_rewrite:bool-eq-true,953959,924071,29888,0,0,t5925
equiv1,321263,285889,35374,0,0,t5926
evaluate,2270302,1837603,432699,0,0,t5927
resolution,1232862,347022,885840,0,0,t5928
and_intro,273908,232522,41386,0,0,t5929
resolution,1187854,308717,879137,0,0,t5930
la_mult_pos,760206,608572,151634,0,0,t5931
implies,430119,305441,124678,0,0,t5932
rare_rewrite:bool-eq-true,1033983,1005289,28694,0,0,t5933
equiv1,298945,268992,29953,0,0,t5934
evaluate,2293399,1875748,417651,0,0,t5935
resolution,1173083,333161,839922,0,0,t5936
equiv_pos2,2319556,2096379,223177,0,0,t5937
rare_rewrite:arith-elim-leq,1140699,1007519,133180,0,0,t5938
poly_simp,34049290,22937961,11111329,0,0,t5939
poly_simp_rel,1481479,734774,746705,0,0,t5940
trans,539528,348498,191030,0,0,t5941
symm,427998,248009,179989,0,0,t5942
equiv_pos2,826354,553145,273209,0,0,t5943
poly_simp,25902236,18289934,7612302,0,0,t5944
poly_simp,3145853,2624583,521270,0,0,t5945
poly_simp,2617210,2128450,488760,0,0,t5946
refl,307957,271711,36246,0,0,t5947
refl,281210,247179,34031,0,0,t5948
refl,263911,234675,29236,0,0,t5949
refl,258398,228962,29436,0,0,t5950
refl,246585,219820,26765,0,0,t5951
refl,264180,234745,29435,0,0,t5952
refl,266257,236415,29842,0,0,t5953
refl,246454,220502,25952,0,0,t5954
refl,262066,232984,29082,0,0,t5955
refl,258286,229038,29248,0,0,t5956
refl,252599,222807,29792,0,0,t5957
refl,258903,229991,28912,0,0,t5958
refl,254054,224737,29317,0,0,t5959
refl,253883,226509,27374,0,0,t5960
refl,258470,230201,28269,0,0,t5961
refl,243116,217304,25812,0,0,t5962
refl,250418,220546,29872,0,0,t5963
refl,314224,283001,31223,0,0,t5964
refl,264947,233309,31638,0,0,t5965
refl,254421,227592,26829,0,0,t5966
refl,247454,219642,27812,0,0,t5967
refl,251831,223277,28554,0,0,t5968
refl,251412,222591,28821,0,0,t5969
refl,263266,233305,29961,0,0,t5970
refl,250964,224007,26957,0,0,t5971
refl,262453,237146,25307,0,0,t5972
refl,253590,227161,26429,0,0,t5973
refl,260554,228684,31870,0,0,t5974
refl,247139,217537,29602,0,0,t5975
refl,263998,234289,29709,0,0,t5976
cong,1449633,907158,542475,0,0,t5977
poly_simp,26980476,18673405,8307071,0,0,t5978
trans,706215,548437,157778,0,0,t5979
trans,470306,326404,143902,0,0,t5980
cong,716002,554953,161049,0,0,t5981
equiv_pos2,712087,647650,64437,0,0,t5982
poly_simp,4412711,3276935,1135776,0,0,t5983
poly_simp_rel,683496,436759,246737,0,0,t5984
equiv_pos2,461924,395276,66648,0,0,t5985
poly_simp,3073242,2259912,813330,0,0,t5986
poly_simp,2636826,2093404,543422,0,0,t5987
refl,284296,273564,10732,0,0,t5988
cong,579298,497338,81960,0,0,t5989
poly_simp,3357059,2473676,883383,0,0,t5990
trans,387657,324873,62784,0,0,t5991
trans,322701,270709,51992,0,0,t5992
cong,417398,340712,76686,0,0,t5993
resolution,1804432,395285,1409147,0,0,t5994
resolution,1545014,339863,1205151,0,0,t5995
cong,537629,462167,75462,0,0,t5996
refl,283927,246235,37692,0,0,t5997
cong,1228167,818772,409395,0,0,t5998
cong,610257,426083,184174,0,0,t5999
poly_simp,3468191,2556747,911444,0,0,t6000
cong,1275782,832155,443627,0,0,t6001
poly_simp,23290124,17031000,6259124,0,0,t6002
trans,579377,437923,141454,0,0,t6003
cong,707032,527930,179102,0,0,t6004
trans,438067,309213,128854,0,0,t6005
rare_rewrite:arith-eq-elim-real,1287289,1149573,137716,0,0,t6006
semilattice_simp,5536224,4977001,559223,0,0,t6007
trans,480407,329375,151032,0,0,t6008
rare_rewrite:arith-elim-leq,1022350,891498,130852,0,0,t6009
poly_simp,39820197,28089862,11730335,0,0,t6010
poly_simp_rel,2020215,977468,1042747,0,0,t6011
trans,566899,338886,228013,0,0,t6012
poly_simp,38919767,27954931,10964836,0,0,t6013
poly_simp_rel,1613556,681302,932254,0,0,t6014
cong,762261,477248,285013,0,0,t6015
trans,625946,334699,291247,0,0,t6016
resolution,1913589,450673,1462916,0,0,t6017
and,1326326,739690,586636,0,0,t6018
resolution,1796315,425072,1371243,0,0,t6019
and_intro,418847,272362,146485,0,0,t6020
resolution,1187485,317661,869824,0,0,t6021
la_mult_pos,541607,478224,63383,0,0,t6022
implies,327432,279807,47625,0,0,t6023
rare_rewrite:bool-eq-true,1048802,1013922,34880,0,0,t6024
equiv1,306845,268545,38300,0,0,t6025
evaluate,2370618,2031840,338778,0,0,t6026
resolution,1250926,339916,911010,0,0,t6027
and_intro,310500,261767,48733,0,0,t6028
resolution,1104773,323175,781598,0,0,t6029
la_mult_neg,568988,502153,66835,0,0,t6030
implies,349021,295353,53668,0,0,t6031
rare_rewrite:bool-eq-true,938488,900938,37550,0,0,t6032
equiv1,317451,283917,33534,0,0,t6033
evaluate,2159643,1911016,248627,0,0,t6034
resolution,1176886,333435,843451,0,0,t6035
and_intro,264044,227363,36681,0,0,t6036
resolution,1133999,304086,829913,0,0,t6037
la_mult_pos,718047,560289,157758,0,0,t6038
implies,466383,332582,133801,0,0,t6039
rare_rewrite:bool-eq-true,905611,874222,31389,0,0,t6040
equiv1,324612,289041,35571,0,0,t6041
evaluate,2178096,1929761,248335,0,0,t6042
resolution,1232852,370241,862611,0,0,t6043
equiv_pos2,2161688,1946884,214804,0,0,t6044
rare_rewrite:arith-elim-leq,1064433,928402,136031,0,0,t6045
poly_simp,33061234,22763380,10297854,0,0,t6046
poly_simp_rel,1406505,642771,763734,0,0,t6047
trans,560478,353433,207045,0,0,t6048
symm,430843,248798,182045,0,0,t6049
equiv_pos2,811000,555005,255995,0,0,t6050
poly_simp,25617736,17974422,7643314,0,0,t6051
poly_simp,3250561,2610232,640329,0,0,t6052
poly_simp,2746931,2125207,621724,0,0,t6053
refl,326347,287320,39027,0,0,t6054
refl,274401,242219,32182,0,0,t6055
refl,273691,242821,30870,0,0,t6056
refl,266659,233049,33610,0,0,t6057
refl,360125,323632,36493,0,0,t6058
refl,253302,224075,29227,0,0,t6059
refl,248568,219434,29134,0,0,t6060
refl,253846,227087,26759,0,0,t6061
refl,264380,233472,30908,0,0,t6062
refl,270572,237787,32785,0,0,t6063
refl,265669,237967,27702,0,0,t6064
refl,268085,238423,29662,0,0,t6065
refl,267732,236377,31355,0,0,t6066
refl,261703,232164,29539,0,0,t6067
refl,252872,227743,25129,0,0,t6068
refl,261772,232133,29639,0,0,t6069
refl,268575,240334,28241,0,0,t6070
refl,296253,259243,37010,0,0,t6071
refl,251740,224520,27220,0,0,t6072
refl,252463,223465,28998,0,0,t6073
refl,249728,220244,29484,0,0,t6074
refl,249625,221946,27679,0,0,t6075
refl,256189,228162,28027,0,0,t6076
refl,248265,219630,28635,0,0,t6077
refl,244017,216189,27828,0,0,t6078
refl,255722,226458,29264,0,0,t6079
refl,247896,217539,30357,0,0,t6080
refl,278956,248052,30904,0,0,t6081
refl,256442,227361,29081,0,0,t6082
refl,256405,228982,27423,0,0,t6083
cong,1401767,923795,477972,0,0,t6084
poly_simp,27027231,18789545,8237686,0,0,t6085
trans,627633,463909,163724,0,0,t6086
trans,453406,316701,136705,0,0,t6087
cong,689621,524046,165575,0,0,t6088
poly_simp,24715868,17649167,7066701,0,0,t6089
poly_simp_rel,1557715,734784,822931,0,0,t6090
trans,488920,335301,153619,0,0,t6091
equiv_pos2,663149,599383,63766,0,0,t6092
poly_simp,4189377,3133749,1055628,0,0,t6093
poly_simp_rel,640210,389658,250552,0,0,t6094
equiv_pos2,458108,393084,65024,0,0,t6095
poly_simp,2841476,2183014,658462,0,0,t6096
poly_simp,2568086,2067398,500688,0,0,t6097
refl,295315,284880,10435,0,0,t6098
cong,572434,491614,80820,0,0,t6099
poly_simp,3304020,2394103,909917,0,0,t6100
trans,413359,348266,65093,0,0,t6101
trans,341465,284770,56695,0,0,t6102
cong,412659,335050,77609,0,0,t6103
resolution,1786751,392184,1394567,0,0,t6104
resolution,1553142,346658,1206484,0,0,t6105
cong,516763,442044,74719,0,0,t6106
refl,289039,252205,36834,0,0,t6107
cong,1247203,830577,416626,0,0,t6108
cong,573254,423661,149593,0,0,t6109
poly_simp,3542948,2698916,844032,0,0,t6110
cong,1285972,836072,449900,0,0,t6111
poly_simp,26388652,17398978,8989674,0,0,t6112
trans,602030,456818,145212,0,0,t6113
cong,651867,503547,148320,0,0,t6114
trans,414798,292785,122013,0,0,t6115
rare_rewrite:arith-eq-elim-real,1291016,1150963,140053,0,0,t6116
semilattice_simp,5536456,4999893,536563,0,0,t6117
trans,453052,313654,139398,0,0,t6118
rare_rewrite:arith-elim-leq,987033,852490,134543,0,0,t6119
poly_simp,35091205,24285930,10805275,0,0,t6120
poly_simp_rel,1856849,754259,1102590,0,0,t6121
trans,513692,333185,180507,0,0,t6122
poly_simp,33920318,23637259,10283059,0,0,t6123
poly_simp_rel,1582766,709278,873488,0,0,t6124
cong,735621,480401,255220,0,0,t6125
trans,585886,328227,257659,0,0,t6126
resolution,1885599,445330,1440269,0,0,t6127
and,1351419,745764,605655,0,0,t6128
resolution,1799646,396439,1403207,0,0,t6129
and_intro,447710,292431,155279,0,0,t6130
resolution,1227899,332707,895192,0,0,t6131
la_mult_neg,593139,529801,63338,0,0,t6132
implies,339818,288870,50948,0,0,t6133
rare_rewrite:bool-eq-true,1037818,1002936,34882,0,0,t6134
equiv1,300022,266729,33293,0,0,t6135
evaluate,2290167,2040724,249443,0,0,t6136
resolution,1195633,334958,860675,0,0,t6137
and_intro,290173,247152,43021,0,0,t6138
resolution,1093626,312835,780791,0,0,t6139
la_mult_pos,574554,512767,61787,0,0,t6140
implies,348327,298231,50096,0,0,t6141
rare_rewrite:bool-eq-true,6581099,6546231,34868,0,0,t6142
equiv1,347120,312346,34774,0,0,t6143
evaluate,2547944,2180657,367287,0,0,t6144
resolution,1273494,390149,883345,0,0,t6145
and_intro,308499,263793,44706,0,0,t6146
resolution,1168097,313932,854165,0,0,t6147
la_mult_pos,592889,530187,62702,0,0,t6148
implies,355045,307045,48000,0,0,t6149
rare_rewrite:bool-eq-true,964441,935763,28678,0,0,t6150
equiv1,322520,288277,34243,0,0,t6151
evaluate,2176663,1875775,300888,0,0,t6152
resolution,1247007,355531,891476,0,0,t6153
and_intro,295629,252580,43049,0,0,t6154
resolution,1143836,322821,821015,0,0,t6155
la_mult_pos,565566,507621,57945,0,0,t6156
implies,341889,296050,45839,0,0,t6157
rare_rewrite:bool-eq-true,950000,921993,28007,0,0,t6158
equiv1,326472,291506,34966,0,0,t6159
evaluate,2101884,1848952,252932,0,0,t6160
resolution,1293438,358147,935291,0,0,t6161
and_intro,298855,255182,43673,0,0,t6162
resolution,1170408,306224,864184,0,0,t6163
la_mult_pos,572403,508835,63568,0,0,t6164
implies,342023,294846,47177,0,0,t6165
rare_rewrite:bool-eq-true,898463,867987,30476,0,0,t6166
equiv1,320786,288604,32182,0,0,t6167
evaluate,2023478,1837349,186129,0,0,t6168
resolution,1234704,329900,904804,0,0,t6169
and_intro,289453,248620,40833,0,0,t6170
resolution,1230807,318824,911983,0,0,t6171
la_mult_pos,549996,490725,59271,0,0,t6172
implies,365814,314976,50838,0,0,t6173
rare_rewrite:bool-eq-true,948175,917577,30598,0,0,t6174
equiv1,304112,273579,30533,0,0,t6175
evaluate,2113136,1843824,269312,0,0,t6176
resolution,1283663,373127,910536,0,0,t6177
and_intro,297477,255002,42475,0,0,t6178
resolution,1172860,324241,848619,0,0,t6179
la_mult_neg,564676,499837,64839,0,0,t6180
implies,353761,303270,50491,0,0,t6181
rare_rewrite:bool-eq-true,917542,885130,32412,0,0,t6182
equiv1,318310,285416,32894,0,0,t6183
evaluate,2133460,1914380,219080,0,0,t6184
resolution,1309287,355475,953812,0,0,t6185
and_intro,308543,263501,45042,0,0,t6186
resolution,1239767,328610,911157,0,0,t6187
la_mult_neg,628052,563330,64722,0,0,t6188
implies,344326,296388,47938,0,0,t6189
rare_rewrite:bool-eq-true,930316,899343,30973,0,0,t6190
equiv1,333228,298281,34947,0,0,t6191
evaluate,2117025,1938210,178815,0,0,t6192
resolution,1234168,344734,889434,0,0,t6193
and_intro,295495,251849,43646,0,0,t6194
resolution,1218072,320264,897808,0,0,t6195
la_mult_neg,571878,506882,64996,0,0,t6196
implies,351946,301163,50783,0,0,t6197
rare_rewrite:bool-eq-true,936846,899853,36993,0,0,t6198
equiv1,315370,281097,34273,0,0,t6199
evaluate,2078962,1928993,149969,0,0,t6200
resolution,1282004,344425,937579,0,0,t6201
and_intro,327035,282478,44557,0,0,t6202
resolution,1178825,312238,866587,0,0,t6203
la_mult_neg,567801,500347,67454,0,0,t6204
implies,351812,303806,48006,0,0,t6205
rare_rewrite:bool-eq-true,905103,874406,30697,0,0,t6206
equiv1,341198,306335,34863,0,0,t6207
evaluate,2066077,1901462,164615,0,0,t6208
resolution,1255547,333466,922081,0,0,t6209
and_intro,291674,249513,42161,0,0,t6210
resolution,1217740,320971,896769,0,0,t6211
la_mult_pos,576635,512834,63801,0,0,t6212
implies,369128,315873,53255,0,0,t6213
rare_rewrite:bool-eq-true,943861,913530,30331,0,0,t6214
equiv1,316822,284515,32307,0,0,t6215
evaluate,2055043,1861499,193544,0,0,t6216
resolution,1271486,353893,917593,0,0,t6217
and_intro,290764,245287,45477,0,0,t6218
resolution,1218741,309263,909478,0,0,t6219
la_mult_pos,569480,508763,60717,0,0,t6220
implies,367656,316335,51321,0,0,t6221
rare_rewrite:bool-eq-true,940227,908056,32171,0,0,t6222
equiv1,308846,278662,30184,0,0,t6223
evaluate,2051652,1881689,169963,0,0,t6224
resolution,1264179,342409,921770,0,0,t6225
and_intro,293393,252000,41393,0,0,t6226
resolution,1175204,316039,859165,0,0,t6227
la_mult_pos,552694,493153,59541,0,0,t6228
implies,352404,304365,48039,0,0,t6229
rare_rewrite:bool-eq-true,960289,927753,32536,0,0,t6230
equiv1,325459,290568,34891,0,0,t6231
evaluate,2099461,1913410,186051,0,0,t6232
resolution,1295763,339374,956389,0,0,t6233
and_intro,358815,311985,46830,0,0,t6234
resolution,1164569,325712,838857,0,0,t6235
la_mult_neg,628036,561519,66517,0,0,t6236
implies,377086,321010,56076,0,0,t6237
rare_rewrite:bool-eq-true,983807,949982,33825,0,0,t6238
equiv1,358237,322516,35721,0,0,t6239
evaluate,2218212,2066233,151979,0,0,t6240
resolution,1254678,354075,900603,0,0,t6241
and_intro,320664,263503,57161,0,0,t6242
resolution,1189498,320044,869454,0,0,t6243
la_mult_pos,610427,540059,70368,0,0,t6244
implies,351248,302110,49138,0,0,t6245
rare_rewrite:bool-eq-true,979447,945413,34034,0,0,t6246
equiv1,318058,282725,35333,0,0,t6247
evaluate,2131869,1924852,207017,0,0,t6248
resolution,1233030,348939,884091,0,0,t6249
and_intro,308009,257795,50214,0,0,t6250
resolution,1156793,326946,829847,0,0,t6251
la_mult_neg,580005,517987,62018,0,0,t6252
implies,365327,306091,59236,0,0,t6253
rare_rewrite:bool-eq-true,992724,956873,35851,0,0,t6254
equiv1,335924,297583,38341,0,0,t6255
evaluate,2438842,1997920,440922,0,0,t6256
resolution,1393352,339080,1054272,0,0,t6257
and_intro,299938,253196,46742,0,0,t6258
resolution,1177388,349917,827471,0,0,t6259
la_mult_pos,596902,531993,64909,0,0,t6260
implies,370503,315077,55426,0,0,t6261
rare_rewrite:bool-eq-true,980797,949833,30964,0,0,t6262
equiv1,313924,277013,36911,0,0,t6263
evaluate,2142130,1895956,246174,0,0,t6264
resolution,1246239,340716,905523,0,0,t6265
and_intro,298642,253246,45396,0,0,t6266
resolution,1189855,354684,835171,0,0,t6267
la_mult_pos,590993,524380,66613,0,0,t6268
implies,369146,317880,51266,0,0,t6269
rare_rewrite:bool-eq-true,997786,964103,33683,0,0,t6270
equiv1,329494,295485,34009,0,0,t6271
evaluate,2154953,1956502,198451,0,0,t6272
resolution,1247792,362644,885148,0,0,t6273
and_intro,292781,249662,43119,0,0,t6274
resolution,1179353,315309,864044,0,0,t6275
la_mult_pos,581478,517461,64017,0,0,t6276
implies,347564,300479,47085,0,0,t6277
rare_rewrite:bool-eq-true,940429,911024,29405,0,0,t6278
equiv1,328456,295359,33097,0,0,t6279
evaluate,2248763,1980345,268418,0,0,t6280
resolution,1288123,360237,927886,0,0,t6281
and_intro,311563,266974,44589,0,0,t6282
resolution,1144097,316372,827725,0,0,t6283
la_mult_neg,585340,518814,66526,0,0,t6284
implies,355388,304965,50423,0,0,t6285
rare_rewrite:bool-eq-true,912033,880505,31528,0,0,t6286
equiv1,345762,304131,41631,0,0,t6287
evaluate,2028907,1872026,156881,0,0,t6288
resolution,1286183,363636,922547,0,0,t6289
and_intro,293479,251720,41759,0,0,t6290
resolution,1188852,322705,866147,0,0,t6291
la_mult_pos,583263,516026,67237,0,0,t6292
implies,369064,315050,54014,0,0,t6293
rare_rewrite:bool-eq-true,967980,937510,30470,0,0,t6294
equiv1,318592,284727,33865,0,0,t6295
evaluate,2092421,1873064,219357,0,0,t6296
resolution,1244542,352765,891777,0,0,t6297
and_intro,303773,259384,44389,0,0,t6298
resolution,1153143,312639,840504,0,0,t6299
la_mult_pos,576518,516140,60378,0,0,t6300
implies,347635,295150,52485,0,0,t6301
rare_rewrite:bool-eq-true,945290,916970,28320,0,0,t6302
equiv1,321268,288430,32838,0,0,t6303
evaluate,1990981,1869517,121464,0,0,t6304
resolution,1259474,344690,914784,0,0,t6305
and_intro,292864,247852,45012,0,0,t6306
resolution,1163904,320142,843762,0,0,t6307
la_mult_pos,581120,515871,65249,0,0,t6308
implies,362427,311395,51032,0,0,t6309
rare_rewrite:bool-eq-true,891882,861280,30602,0,0,t6310
equiv1,334649,296188,38461,0,0,t6311
evaluate,2150412,1961136,189276,0,0,t6312
resolution,1266919,370687,896232,0,0,t6313
and_intro,314757,268472,46285,0,0,t6314
resolution,1190998,323073,867925,0,0,t6315
la_mult_pos,583034,518509,64525,0,0,t6316
implies,354330,302822,51508,0,0,t6317
rare_rewrite:bool-eq-true,980394,949595,30799,0,0,t6318
equiv1,331840,297994,33846,0,0,t6319
evaluate,2206703,2023844,182859,0,0,t6320
resolution,1219429,363372,856057,0,0,t6321
and_intro,307761,263910,43851,0,0,t6322
resolution,1174589,336525,838064,0,0,t6323
la_mult_pos,581107,519708,61399,0,0,t6324
implies,359418,310399,49019,0,0,t6325
rare_rewrite:bool-eq-true,972650,940153,32497,0,0,t6326
equiv1,315527,284344,31183,0,0,t6327
evaluate,2195607,2033565,162042,0,0,t6328
resolution,1230958,356775,874183,0,0,t6329
and_intro,316435,268680,47755,0,0,t6330
resolution,1186421,332106,854315,0,0,t6331
